metric,source_index,target_energy,max_target_atomic_force,h_planarity_ratio,in_high_force,in_high_energy,in_planar,l3n4_median_energy_abs_error,l3n5_median_energy_abs_error,l3n5_minus_l3n4_energy_abs_error,l3n4_median_force_rmse,l3n5_median_force_rmse,l3n5_minus_l3n4_force_rmse,target_force_rms,target_force_mean_atom_magnitude,ch_mean,ch_min,ch_max,ch_range,ch_cv,hch_min_deg,hch_max_deg,hch_mean_deg,hch_angle_rmse_tetra_deg,chh_mean_deg,hhh_mean_deg,hydrogen_center_angle_mean_deg,all_atom_angle_mean_deg,atom_center_mean_angle_std_deg,tetrahedral_asymmetry,hh_min,hh_max,h_tetra_volume,rank,absolute_improvement,percent_improvement,matched_seed_wins
energy_abs_error,6884814,89.39464569091797,1118.8609175821896,0.1171165976883283,True,True,False,1.4697532653808594,0.5478515625,-0.9219017028808594,5.1215486738698965,4.437400424023775,-0.6841482498461211,406.33647421136965,464.7063635364519,1.7937084193913977,0.7145233937951946,2.6152893784723346,1.90076598467714,0.4617278366583357,10.038404521389255,143.83746732096193,90.18687664246526,49.94577109635657,44.90656167876736,60.0,52.45328083938369,59.99999999999999,33.693584460758565,0.8219593743379551,1.5102189881835149,4.90880268477497,0.40103619331030904,11,0.9219017028808594,62.72492972770947,4/4
energy_abs_error,3297536,-51.58659362792969,90.29604035629434,0.0182691020579485,False,False,True,1.533761978149414,0.6588172912597656,-0.8749446868896484,2.5230997694968336,2.330927654566436,-0.1921721149303974,35.291711649027036,54.54723776427522,1.9937092781252406,1.324957706092626,2.986213115094156,1.6612554090015301,0.32513487693952015,45.0697661783069,147.00073729339042,90.79169810567738,40.14812727561555,44.60415094716131,60.0,52.30207547358066,60.0,18.47089527688777,0.8394578696901488,1.7719429848681705,3.5641405055497692,0.08844333650042134,12,0.8749446868896484,57.04566284433048,4/4
energy_abs_error,6875260,129.33782958984375,1727.201625412213,0.2116218568894353,True,True,False,1.5479583740234375,0.7123184204101562,-0.8356399536132812,3.905538183467924,3.843323022117044,-0.0622151613508794,625.3157475790349,704.5962448435967,1.472764649143838,0.6372465559696708,2.1894246918801157,1.5521781359104447,0.4208776791191829,26.92420731601545,140.05003466424154,91.22369966941096,45.090977590206,44.38815016529452,59.99999999999999,52.19407508264725,60.0,25.42188598520286,0.7721225910209604,1.2857652469498466,3.2763164786064696,0.4406566240625323,13,0.8356399536132812,53.98336076966298,4/4
energy_abs_error,4311297,0.140861377120018,669.0704176590882,0.1819663796795056,True,False,False,1.7152711749076843,0.8818759918212891,-0.8333951830863953,4.490135904674215,4.371221466294685,-0.1189144383795302,253.04379725566994,370.73013052688856,1.205317932899683,0.8512597550603712,1.8630285507624498,1.0117687957020784,0.3264103655574967,25.67534998437545,149.73549611412656,83.22417424734125,49.35352644085767,48.38791287632936,60.00000000000001,54.19395643816466,59.99999999999999,27.749852042691384,0.8235725217004888,0.5246826621001021,2.741519135116292,0.15715659912547222,14,0.8333951830863953,48.586788799225786,4/4
energy_abs_error,7471829,-26.54686737060547,145.37162736198923,0.2990616212207653,False,False,False,1.2210073471069336,0.397348403930664,-0.8236589431762695,1.564633871310171,1.553971939046774,-0.0106619322633969,50.24403903426067,74.86314130861,1.9826100605401584,1.0386525251627465,2.8553929361900603,1.8167404110273138,0.3678729625995564,17.858196457522048,81.79771421022282,51.80458521916163,60.94527297349354,64.09770739041919,60.00000000000001,62.04885369520957,59.999999999999986,21.730995335468226,0.9504719990912336,1.1231081735315966,2.9491110040268964,0.6624637053690342,15,0.8236589431762695,67.45732899378983,4/4
energy_abs_error,3958523,-48.54303359985352,619.3285289998116,0.1798073802516589,True,False,False,1.43609619140625,0.6266727447509766,-0.8094234466552734,4.900131340218248,4.759929677190881,-0.1402016630273674,206.1253024651755,257.27313863889054,1.5333381230607017,0.8309285237090617,2.284673466081729,1.4537449423726674,0.37780921480343166,45.68468967116722,152.64324868768895,94.93966587544224,42.634348307114166,42.53016706227888,60.00000000000001,51.265083531139446,60.000000000000014,28.17779620760079,0.7508222759567286,1.3614735805486302,3.046695108157587,0.4615510252154993,16,0.8094234466552734,56.36275978579625,4/4
energy_abs_error,3296808,231.32760620117188,2004.9007509127744,0.0095470559938402,True,True,True,0.8751296997070312,0.0867233276367187,-0.7884063720703125,1.709829853979647,2.0400004616561804,0.3301706076765334,731.4599153946655,833.888333185927,1.788922183189943,0.6131568729641518,2.893739613523232,2.28058274055908,0.4674411224010046,34.87787298129377,130.48753954509874,91.61458754728743,35.90855300659734,44.19270622635631,60.0,52.09635311317815,60.0,21.96743350488289,0.8518978344111638,1.5235720603849652,3.323881915613728,0.04252465286369536,17,0.7884063720703125,90.09023146331894,4/4
energy_abs_error,5699432,-82.49061584472656,79.01238463718785,0.2211008422923056,False,False,False,1.4532432556152344,0.6821327209472656,-0.7711105346679688,3.512320163890892,3.439054776808467,-0.0732653870824249,32.170104949919654,52.82910801376274,1.6840519149667306,1.2934537450094301,2.1316961428846226,0.8382423978751925,0.17687390577609838,36.946791025621614,162.42733230246898,105.0619158882645,49.78999281261491,37.46904205586777,60.0,48.73452102793388,60.00000000000001,25.293336048811017,0.6760732353067822,1.0494255228802283,3.6333015305429393,0.5841238506333674,18,0.7711105346679688,53.0613530589906,4/4
energy_abs_error,5797633,418.9857177734375,2914.668777720345,0.1581260031976437,True,True,False,1.4322052001953125,0.666412353515625,-0.7657928466796875,3.370963847025606,3.211431078762286,-0.1595327682633196,1059.3611151446453,1193.1527685270953,1.9339876952415107,0.5514290372194929,2.9358471574965144,2.3844181202770214,0.4598348498678447,40.3158125102122,97.0288608421163,62.63546159200336,51.74872997495329,58.68226920399834,60.0,59.341134601999165,60.00000000000002,25.814735592719035,0.9164526083682087,1.5105285008174472,4.027314410601583,0.54954796431422,19,0.7657928466796875,53.46949212132835,4/4
energy_abs_error,3630651,-55.61471176147461,115.70522652356624,0.138471265563248,False,False,False,0.9855995178222656,0.2207298278808593,-0.7648696899414062,2.7844440526833143,2.86242191880788,0.0779778661245655,49.79290451510578,82.91934695396228,1.7453459388315093,1.0354401873768648,2.1987138282416328,1.163273640864768,0.254731312600752,41.62307103004182,163.45969786758363,89.65722221954043,48.611824588170464,45.171388890229785,60.0,52.58569444511489,60.00000000000001,30.674006472701617,0.7864585603528654,1.1895768080197588,4.183745187563114,0.3733023350786329,20,0.7648696899414062,77.60451137713889,4/4
energy_abs_error,3538906,-10.420146942138672,65.23920505992535,0.0841401073650634,False,False,False,1.2740774154663086,0.5135488510131836,-0.760528564453125,1.7397105872691825,2.4745842780735856,0.7348736908044031,31.495876295687967,53.46374257402995,2.1733077154407097,1.5231402634998772,2.908656780833942,1.385516517334065,0.2375911006716448,11.104637693638225,121.62952977321527,65.57344937702003,54.55727884599001,57.21327531148999,60.00000000000001,58.606637655745004,60.000000000000014,26.219415731745165,0.9193439279161767,1.444144056941849,3.7267842360611256,0.3332209025861104,21,0.760528564453125,59.69249240437825,4/4
energy_abs_error,4193180,-53.760929107666016,63.13612337591577,0.2217456865486363,False,False,False,1.1773967742919922,0.4322586059570312,-0.7451381683349609,1.9759036490881976,2.4992460743325253,0.5233424252443277,24.842417343153482,39.743746652178615,2.1528983438124736,1.16973833553283,2.9842238811630906,1.8144855456302607,0.3137691289652546,13.75379105427055,40.414370266395856,26.468804731123253,83.48018734694898,76.7655976344384,60.0,68.3827988172192,60.0,26.67624060376105,1.1467295617321118,1.055456889071728,1.989869674914335,0.17713669235361254,22,0.7451381683349609,63.28692116411116,4/4
energy_abs_error,4839551,127.39763641357422,1532.0652796884274,0.1230856255705532,True,True,False,0.8586578369140625,0.1300315856933593,-0.7286262512207031,2.303152214438945,1.7900458133754389,-0.5131064010635065,559.2132752550345,652.6954693772858,1.9775079835097238,0.659179575021671,2.832450756862975,2.173271181841304,0.41043877345139673,22.740951695076564,89.61234476381172,52.860976444096416,61.89494811613586,63.56951177795178,60.00000000000001,61.784755888975894,60.0,7.681242885399124,1.0734097375338316,1.1205877115552996,2.717552941042739,0.2028603988188914,23,0.7286262512207031,84.85641426616672,4/4
energy_abs_error,6690948,164.58885192871094,1983.1853450377337,0.0562569930461095,True,True,False,1.0137863159179688,0.2900619506835937,-0.723724365234375,2.6926224663821063,2.520856696226075,-0.1717657701560311,717.1114405365076,844.9332442375768,1.8556648441836099,0.6183215086619581,2.8983653762281256,2.2800438675661674,0.4792132598389921,27.496149819413645,158.3948714597698,105.62730094078297,41.15895310571269,37.18634952960851,60.0,48.59317476480425,60.0,27.459754828562172,0.844684864691554,1.3422705794361476,4.019795423394835,0.279715039916339,24,0.723724365234375,71.38825548054997,4/4
energy_abs_error,3113178,-3.3617053031921387,372.6474389136463,0.0319444425307694,True,False,True,1.3265745639801023,0.6096277236938477,-0.7169468402862549,3.1391761892501338,3.1268345049765407,-0.012341684273593,130.91782658607627,193.7764525454064,1.8244485067780878,0.930677684892134,2.9099581883557613,1.9792805034636274,0.3918645840207394,18.913767181638317,149.4456762338812,81.62463624915951,65.34571933379456,49.187681875420246,60.0,54.59384093771013,60.000000000000014,35.96861389102668,0.9095521372521453,0.7560908620107057,4.488220403650455,0.0924355653200929,25,0.7169468402862549,54.04497114245954,4/4
energy_abs_error,5821911,173.14260864257812,1498.0257856934377,0.1385168898775163,True,True,False,1.0906219482421875,0.3784332275390625,-0.712188720703125,2.9144233589035897,3.073548912651459,0.1591255537478693,544.8059903128835,659.3864711123542,1.6205269337855066,0.6606779255139004,2.9190332809255133,2.258355355411613,0.5263875132149177,29.08206790074996,105.34429217619483,61.858970964411206,55.30806222175592,59.07051451779438,60.0,59.53525725889719,59.99999999999999,25.24829705865614,0.9233077529832685,0.7656609588659954,3.0498548881341456,0.3339822277975639,26,0.712188720703125,65.30115424973766,4/4
energy_abs_error,7221643,124.28280639648438,1574.788499469642,0.1843650534792028,True,True,False,1.3454132080078125,0.6418685913085938,-0.7035446166992188,5.279618451509638,4.12565793888953,-1.1539605126201078,557.5395692250338,709.0425163138914,1.4386544150811194,0.6656133771451764,2.389838540316452,1.7242251631712757,0.43514473181043717,26.31045476593961,154.60601616302088,101.9846112830017,46.92577088384322,39.00769435849915,60.0,49.50384717924958,60.000000000000014,25.98162654296834,0.7442198648270321,0.6863417441296252,2.791913616149343,0.42979348992840505,27,0.7035446166992188,52.29208487859095,4/4
energy_abs_error,3404351,308.2397155761719,2337.3633420648857,0.0852508737947287,True,True,False,1.3053436279296875,0.6031646728515625,-0.702178955078125,8.58765320627382,8.285328448350494,-0.3023247579233263,849.2948690459676,962.9294925768957,1.7363744547382955,0.5908520704439143,2.758590693994755,2.1677386235508407,0.44282672300786613,33.65152500539319,156.41674080887128,91.7653046732574,45.61363417061165,44.11734766337128,59.99999999999999,52.05867383168563,60.000000000000014,33.51164383497541,0.7706820652000504,1.5640930421286585,4.473420758391671,0.38947246265598573,28,0.702178955078125,53.79265199247197,4/4
energy_abs_error,6901836,25.211679458618164,1263.0697795453805,0.1234080031809943,True,False,False,1.1147403717041016,0.4206609725952148,-0.6940793991088867,6.082958055192128,3.980440450294022,-2.102517604898106,456.2741202455125,544.6681459824694,1.2022499055210414,0.6853813331803327,1.6078837366821372,0.9225024035018046,0.28865732335666,19.241503168975914,170.869188987431,103.96716019170417,52.22240836195114,38.01641990414792,59.99999999999999,49.00820995207396,60.0,31.776666983115007,0.6728588706134515,0.9869813857500376,2.6960129764016725,0.1889996034430201,29,0.6940793991088867,62.2637716123844,4/4
energy_abs_error,3612864,339.827392578125,2718.1862811327924,0.1892299844549957,True,True,False,1.03753662109375,0.3525390625,-0.68499755859375,2.925635824674602,3.0582959531358727,0.1326601284612705,986.8115042662856,1107.8215355395605,1.6754773135625924,0.5640998316029429,2.7634915276282284,2.1993916960252857,0.4889619381818282,42.07749173335134,118.51213106857422,94.73679614320615,30.495639421083723,42.631601928396925,60.00000000000001,51.315800964198466,59.99999999999999,24.847615809718004,0.7169316474002038,1.3538049118888935,3.768629950680703,0.8264380923490453,30,0.68499755859375,66.0215306782752,4/4
energy_abs_error,6330183,-32.940975189208984,84.13574551652519,0.0222877621568975,False,False,True,0.9345054626464844,0.2519550323486328,-0.6825504302978516,3.4439252292716303,3.10425385739414,-0.3396713718774906,34.3009169505404,57.807952353602424,2.025850630113947,1.4876011738040213,2.429766507671066,0.9421653338670446,0.17099139969939658,38.4694875938559,161.0950119937907,87.57022234276808,47.989167548907645,46.214888828615955,59.99999999999998,53.10744441430797,60.0,28.003059922227088,0.8425822974971009,1.245245335295234,4.555378879689847,0.09950273133073491,31,0.6825504302978516,73.03867741606287,4/4
energy_abs_error,7098413,24.71476554870605,493.0819813195878,0.100470327419018,True,False,False,1.3078727722167969,0.6325302124023438,-0.6753425598144531,3.1697728691373266,3.481641927677352,0.311869058540025,177.50825440241613,246.64278121993493,1.707611462696465,0.8684949626861397,2.913478602637217,2.0449836399510772,0.46743414600554706,41.97888384051059,151.27733179728534,86.33654974190576,47.17423262144329,46.83172512904715,60.0,53.415862564523586,60.0,30.13492390567309,0.7938034982206869,0.7514846902315989,4.115912302900919,0.4235244888994372,32,0.6753425598144531,51.636716824509776,4/4
energy_abs_error,7722624,-15.649463653564451,203.51345215127031,0.205065991915055,True,False,False,1.4988136291503906,0.829035758972168,-0.6697778701782227,2.669034234028749,3.153924348782966,0.4848901147542168,68.62064540887569,105.33416233802002,2.2413534274824496,1.8540165044760135,2.6535118992609026,0.7994953947848891,0.1262548815065649,10.18792977045971,73.12352002517775,40.81037894690109,73.4040114935952,69.59481052654947,60.00000000000001,64.79740526327474,60.000000000000014,23.057217374580773,1.0967338438656438,0.7171462819675636,2.729617364951314,0.18373426307271154,33,0.6697778701782227,44.68720174087884,4/4
energy_abs_error,6851662,347.6468811035156,2736.8829295076102,0.1678599207861912,True,True,False,4.581390380859375,3.913162231445313,-0.6682281494140625,12.379268894630068,11.687836635777307,-0.6914322588527586,997.2567360273182,1122.9700906894018,2.1844963817786756,0.5617611730445575,2.880457252025453,2.3186960789808957,0.4340200582682248,13.27217145164066,58.431680859800565,39.78967806585366,72.21673950896641,70.10516096707316,60.0,65.05258048353659,60.0,17.234769471696445,1.056911442341599,0.7034519456359172,2.599153052959407,0.4042932781198106,34,0.6682281494140625,14.585706387428974,4/4
energy_abs_error,3364204,185.00421142578125,1775.5131352853748,0.1756132081167981,True,True,False,0.9887466430664062,0.3298110961914062,-0.658935546875,2.224504855120142,2.3208830053981258,0.0963781502779839,648.5300046464073,745.5815034362511,1.6609626389823906,0.6339206507149202,2.705063654546843,2.0711430038319225,0.44096182124236366,32.982972124339284,114.02512116999426,67.6029136936885,52.82830649038762,56.19854315315575,60.0,58.09927157657787,59.99999999999999,27.85160226980505,0.909340722497265,1.155327521178824,3.7131738551955227,0.3405197239500024,35,0.658935546875,66.64351798266935,4/4
energy_abs_error,4934941,-32.70682907104492,248.3957381876725,0.2364120552892427,True,False,False,0.87408447265625,0.2187690734863281,-0.6553153991699219,3.7919211103553456,3.671497066948815,-0.1204240434065306,77.92626998971281,105.59102784555292,2.033590676517176,0.9893462685937946,2.967845990791872,1.9784997221980776,0.40117236549447033,28.790564941242888,156.7308871103503,99.27891488114248,52.11973180409936,40.36054255942876,60.0,50.18027127971437,60.00000000000001,28.76185361135043,0.7682606646967864,1.5422862428387902,3.8257674748387966,1.2765987918687027,36,0.6553153991699219,74.97163256755813,4/4
energy_abs_error,3712204,392.2403564453125,2780.3594759276803,0.2946424968425798,True,True,False,2.373565673828125,1.7189178466796875,-0.6546478271484375,4.038474033337051,4.413082448084031,0.3746084147469801,939.0134124949965,1209.544335050989,1.2979552667674876,0.554627914909497,2.4461892080818175,1.8915612931723205,0.5774895093738347,38.628072110679575,135.58086134335457,98.92722708721912,37.31002624712411,40.536386456390446,59.99999999999999,50.26819322819522,60.0,26.30918671204042,0.8208120282445546,1.1740167552176186,2.992072893571302,0.40199920141290996,37,0.6546478271484375,27.58077580775808,4/4
energy_abs_error,5299963,-40.666629791259766,284.9150763551532,0.0705133216360613,True,False,False,0.9560527801513672,0.3045406341552734,-0.6515121459960938,3.410164361778784,3.156883214965002,-0.2532811468137823,125.8946484664072,195.85793681429365,2.134459792376022,1.3677017686196917,2.848242406991582,1.4805406383718904,0.2458747193854704,0.929392519064705,95.38377773858426,50.905021231017884,71.03438340751921,64.54748938449107,60.00000000000002,62.273744692245536,60.000000000000014,29.620310560648957,1.1139636123740935,0.6410957950722616,3.2567518072210997,0.054559960553147824,38,0.6515121459960938,68.1460437668455,4/4
energy_abs_error,5241670,-68.543212890625,141.86022334080087,0.2859302277968845,False,False,False,1.4087181091308594,0.7618980407714844,-0.646820068359375,1.7454023864149024,1.8460997020970007,0.1006973156820982,51.532512241822914,80.21544812347334,1.7919405068954992,1.0565858835498276,2.5167057240423802,1.4601198404925526,0.2904600170535555,33.73802008046321,148.40001618273098,81.87098715911195,53.052533237991895,49.06450642044404,60.0,54.53225321022202,60.0,23.50776513635271,0.7977045581132536,1.3753751914325878,3.744925705901479,0.6956015861873669,39,0.646820068359375,45.91550745084447,4/4
energy_abs_error,6023229,-71.44734954833984,193.70163232842813,0.028154237324637,True,False,True,0.946186065673828,0.3029594421386719,-0.6432266235351562,2.243854225838113,2.777489453550512,0.533635227712399,68.833069676347,102.77302893814647,1.7235526679155901,0.9766691182208632,2.291140690347443,1.31447157212658,0.30491121320434467,21.01173932799766,173.6377673257893,115.55171504614795,59.48115122066878,32.22414247692605,60.00000000000001,46.112071238463024,60.000000000000014,35.37061975699239,0.7738119688871943,1.0466904089017723,4.303145293246646,0.10153666474269374,40,0.6432266235351562,67.9809867076283,4/4
energy_abs_error,5255025,33.13347625732422,214.3440523160188,0.5370370118327582,True,False,False,0.9728603363037108,0.3321876525878906,-0.6406726837158203,2.5174854143079184,2.917282263424794,0.3997968491168757,74.27509508606225,98.99139362581434,2.2558007214265445,0.9554366018968043,2.752787486548302,1.7973508846514978,0.33347029941622325,20.87960289061086,63.7648075552854,46.257068937171965,64.60220085228227,66.87146553141402,60.00000000000001,63.435732765707,59.99999999999999,21.90077268120003,0.9478724398329751,1.8910055351728934,2.8399783904642306,1.1942367156063751,41,0.6406726837158203,65.85453839653844,4/4
energy_abs_error,4915057,114.51150512695312,1483.003061522416,0.1233765585795187,True,True,False,0.9665298461914062,0.3264541625976562,-0.64007568359375,2.77968779183532,3.381026994938364,0.601339203103044,544.3177710255877,722.7048732045229,1.2996579913588084,0.6753137500569758,2.3610646846258843,1.6857509345689086,0.5107667971764503,69.21096163665828,156.33078956371824,104.07621998787715,31.903635439555224,37.96189000606142,60.0,48.98094500303071,60.00000000000001,30.230378415214826,0.694290782015403,0.9072306221787974,3.3469818926406067,0.3084089297804457,42,0.64007568359375,66.22409914354502,4/4
energy_abs_error,6752784,-126.79613494873048,168.07337736208984,0.165932638509155,False,False,False,0.78692626953125,0.1493072509765625,-0.6376190185546875,2.863372420369005,3.079710343696361,0.2163379233273561,61.33798646565306,99.49549316041012,1.5203300245124594,1.072642835382136,2.1562907541518315,1.0836479187696955,0.2601546021204705,70.17677863117574,168.4588356156424,105.87459132542818,32.87755911184802,37.0627043372859,60.0,48.53135216864295,59.99999999999999,26.18849907357741,0.5826176256264918,1.4367403760810245,3.5256713358591143,0.5681288598238933,43,0.6376190185546875,81.02652602187233,4/4
energy_abs_error,3443832,-26.09792900085449,91.2888878480722,0.0508739557894161,False,False,False,1.2151012420654297,0.5806045532226562,-0.6344966888427734,3.5047734888652347,2.3152124015468347,-1.1895610873184,37.393776390467835,61.887093249834564,1.8888463693785598,1.0802270695928777,2.2187105625095227,1.138483492916645,0.24951231432654186,51.88662800460691,164.65041105477945,93.29190608420042,43.697220822707195,43.35404695789979,60.0,51.677023478949884,59.99999999999999,20.03264148667704,0.8092826916283585,1.8669665212118658,3.5730653721681707,0.22014113579609232,44,0.6344966888427734,52.217598573453486,4/4
energy_abs_error,5404794,170.6797637939453,1720.9806843702663,0.1154683365270504,True,True,False,1.5362548828125,0.904449462890625,-0.631805419921875,5.860072713312762,5.444324841466165,-0.4157478718465972,639.4727058662431,846.626213966672,1.2935784901806955,0.6377088660502273,1.7661906234541382,1.128481757403911,0.31764994363471977,16.78847369712234,114.71533439078961,77.69471865561106,49.49950879714565,51.15264067219448,59.99999999999999,55.57632033609723,60.00000000000001,20.122579894621236,0.9022080855002016,0.57052330563397,2.4470791760555604,0.09476608627478104,45,0.631805419921875,41.12634088200238,4/4
energy_abs_error,3119069,-14.501720428466797,57.29822277773186,0.0368095950956412,False,False,True,0.8266391754150391,0.2026138305664062,-0.6240253448486328,2.4639602740591524,2.3420917544323543,-0.1218685196267981,28.443452596827406,47.02756164379484,2.154299212129631,1.3345973259455195,2.8968887062481263,1.5622913803026068,0.2609713693785344,35.12658463583674,141.8211143083281,93.53675364361898,41.89143354746361,43.23162317819052,60.00000000000001,51.615811589095266,60.00000000000001,29.49083047956231,0.8022830537697008,1.8128342187730282,4.943582425927228,0.23777983959702528,46,0.6240253448486328,75.48944731966303,4/4
